"","score","text"
"39",0,"<ed><U+00A0><U+00BD><ed><U+00B6><U+00A5><ed><U+00A0><U+00BC><ed><U+00BE><U+00AE> 50 jóvenes formados en las nuevas profesiones de los deportes electrónicos https://t.co/YAETv4m3Vq #Tenerife… https://t.co/N7CgyN1XaG"
"40",-2,"RT @HJardinTropical: Después de dos maravillosos años, la Familia Jardín Tropical se despide de su Director General, Saad Azzam. #tropicale…"
"41",1,"RT @teidagua: <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> La #lluvia fastidia
<U+2614><U+2614><U+2614><U+2614><U+2614><U+2614>
pero es una maravilla
<ed><U+00A0><U+00BC><ed><U+00BC><U+00B1><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2618><ed><U+00A0><U+00BC><ed><U+00BC><U+00BE>

¡#FelizMartes! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#LaLaguna #7am <U+23F0>
#Tenerife https://t.co/xDYyak6oSb"
"42",0,"Rueda de prensa con Miguel Gallardo en el “Extra de Verano Tacoronte-Acentejo en La Laguna”.  La rueda de prensa, a… https://t.co/NL2Oixy2Mr"
"43",2,"RT @MCElTrompo: #FelizMartes #Tenerife!! En @MCElTrompo preparamos motores para disfrutar con vosotr@s el #MundialRusia2018, disfruta de la…"
"44",1,"#FelizMartes #Tenerife!! En @MCElTrompo preparamos motores para disfrutar con vosotr@s el #MundialRusia2018, disfru… https://t.co/YhtdEJzRUu"
"45",1,"Arranca el gran #DebateHoteleroTenerife en @HardRockHotels #Tenerife organizado por @GrupoViaSpain https://t.co/qmK6VXIlDF"
"46",-1,"RT @ichhCanarias: En #GranCanaria
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Telde - Junto al @SPARgc La Barranquera
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Vega de San Mateo - Polideportivo
En #Tenerife
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Santa Cruz de T…"
"47",0,"En #GranCanaria
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Telde - Junto al @SPARgc La Barranquera
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Vega de San Mateo - Polideportivo
En #Tenerife
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Santa Cru… https://t.co/8l74JMs7TR"
"48",-2,"RT @costamartianez: ¡Buenos días!
Que las nubes no te quiten las ganas de disfrutar el día... <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> <U+26C5>
¡A por la semana! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>
#FelizLunes #10DíasPa…"
